ＣＤプレーヤー	シーディープレーヤー	CD player	
爪楊枝	つまようじ	toothpick	
吊るす	つるす	to hang, to hang up	
吊る	つる	to hang, to suspend, to sling, to wear (e.g. a sword), to put up (e.g. a shelf)	
釣り	つり	fishing, angling	
釣り合う	つりあう	to balance, to be in harmony, to be in equilibrium	
釣る	つる	to fish, to angle, to catch	
鶴	つる	crane (any bird of the family Gruidae, esp. the red-crowned crane, Grus japonensis)	
亭主	ていしゅ	household head, master, host (e.g. of a tea gathering), innkeeper, owner (e.g. of a hotel)	
低い	ひくい	low (rank, degree, value, content, quality, etc.)	
低める	ひくめる	to lower, to be lowered	
低下	ていか	fall, decline, lowering, deterioration, degradation	
低価格	ていかかく	low price	
低学年	ていがくねん	lower grades of primary school (first, second, and sometimes third grades)	
低気圧	ていきあつ	low (atmospheric) pressure, low-pressure system, depression, cyclone	
低減	ていげん	decrease, reduction, fall, depreciation, mitigation	
低水準	ていすいじゅん	substandard, low-level	
低地	ていち	depression, lowlands, low ground, bottom land, plain	
低調	ていちょう	inactive, slow, sluggish, slack, low tone, undertone, dullness, (market) weakness	
低迷	ていめい	hanging low (of clouds)	
低落	ていらく	fall, decline, slump	
低利	ていり	low interest rate	
停学	ていがく	suspension from school	
停止	ていし	stoppage, coming to a stop, halt, standstill	
停車	ていしゃ	stopping (of a train, car, etc.), stop	
停戦	ていせん	armistice, ceasefire	
停滞	ていたい	stagnation, tie-up, standstill, congestion, delay, accumulation, falling into arrears	
停電	ていでん	power outage, power failure, power cut, blackout	
停泊	ていはく	anchorage, anchoring, mooring	
停留所	ていりゅうじょ	stop (bus, tram, etc.), station, stopping place	
偵察	ていさつ	scouting, reconnaissance	
剃刀	かみそり	razor	
堤	つつみ	bank, embankment, dike	
堤防	ていぼう	bank, weir, embankment, levee	
定か	さだか	definite, sure	
定まる	さだまる	to become settled, to be fixed	
定める	さだめる	to decide, to determine	
定員	ていいん	fixed number (of people), prescribed number (of regular personnel, students, etc.), quota, numerical limit, complement	
定価	ていか	list price, regular price, established price	
定額	ていがく	fixed amount (of money), fixed sum, flat sum	
定款	ていかん	articles of incorporation, company statute	
定期	ていき	fixed period, fixed term	
定期券	ていきけん	commuter pass, season ticket	
定規	じょうぎ	(measuring) ruler	
定義	ていぎ	definition	
定休日	ていきゅうび	regular holiday, fixed day off, regular closing day	
定刻	ていこく	appointed time, timetable, schedule	
定時	ていじ	fixed time, regular time, scheduled time, appointed hour	
定時制	ていじせい	part time (school system)	
定住	ていじゅう	settlement, permanent residency	
定食	ていしょく	set meal, special (of the day)	
定数	ていすう	fixed number, quorum (for an assembly)	
定説	ていせつ	established theory, accepted opinion, accepted explanation	
定着	ていちゃく	sticking (in one place, position, etc.), settling, fixing, adherence	
定年	ていねん	(compulsory) retirement age, age limit	
定評	ていひょう	established reputation	
定量	ていりょう	fixed quantity	
定例	ていれい	regular, ordinary (e.g. session of parliament)	
帝	みかど	emperor (of Japan), mikado	
帝国	ていこく	empire	
帝国主義	ていこくしゅぎ	imperialism	
底	そこ	bottom, sole	
底値	そこね	bottom price	
底力	そこぢから	hidden reserves of strength, latent energy, potentiality, real strength	
庭	にわ	garden, yard, courtyard	
庭園	ていえん	garden, park	
庭球	ていきゅう	tennis	
庭木	にわき	garden tree	
弟子入り	でしいり	becoming a pupil (of), becoming an apprentice	
弟妹	ていまい	younger brother and sister	
抵抗	ていこう	resistance, opposition, standing up to	
抵触	ていしょく	infringement (of a law, treaty, etc.), contravention, running afoul	
抵当	ていとう	mortgage, security, hypothec, pledge	
抵当権	ていとうけん	mortgage, right of pledge, lien	
提げる	さげる	to take along, to hold in the hand	
提案	ていあん	proposal, proposition, suggestion	
提起	ていき	raising (a question), posing (a problem), bringing up (an issue), presenting	
提供	ていきょう	offer, tender, providing, supplying, making available, donating (blood, organs, etc.)	
提携	ていけい	cooperation, tie-up, joint business, partnership, alliance, sponsorship	
提言	ていげん	proposal, motion, recommendation	
提示	ていじ	presentation (of a passport, ID, etc.), showing, production (e.g. of documents)	
提出	ていしゅつ	presentation (of documents), submission (of an application, report, etc.), production (e.g. of evidence), introduction (e.g. of a bill), filing, turning in	
提唱	ていしょう	advocacy, proposal	
提訴	ていそ	presenting a case, suing	
梯子	はしご	ladder	
程	ほど	extent, degree, measure	
程なく	ほどなく	soon, before long, shortly thereafter	
程度	ていど	degree, amount, grade, standard, of the order of (following a number), about, approximately	
閉まる	しまる	to be shut, to close, to be closed	
締める	しめる	to tie, to fasten, to tighten	
締結	ていけつ	conclusion, execution (of a contract), entering (into treaty)	
締約	ていやく	conclusion of a treaty	
訂正	ていせい	correction, revision, amendment	
諦める	あきらめる	to give up, to abandon (hope, plans), to resign oneself (to)	
邸宅	ていたく	(large) house, residence, mansion	
邸内	ていない	grounds, premises	
釘	くぎ	nail, spike, tack, rivet, brad, (pachinko) pin	
泥	どろ	mud, (wet) dirt	
泥沼	どろぬま	bog, marsh, swamp, quagmire, morass	
泥酔	でいすい	being dead drunk, drunken stupor	
泥炭	でいたん	peat	
摘み	つまみ	knob, handle, button	
摘む	つむ	to pick, to pluck	
摘出	てきしゅつ	picking out, taking out, (surgical) removal	
摘発	てきはつ	exposing, unmasking, laying bare	
敵意	てきい	hostility, animosity, enmity	
敵対	てきたい	hostility, antagonism, opposition	
滴	しずく	drop (e.g. of water), drip	
的	てき	-ical, -ive, -al, -ic, -y	
的確	てきかく	accurate, precise, exact, appropriate, apt, right	
的中	てきちゅう	hitting the target, striking home	
笛	ふえ	flute, fife, pipe, recorder, flageolet, shakuhachi, clarinet	
適する	てきする	to fit, to suit	
適応	てきおう	adaptation, accommodation, conformity	
適格	てきかく	eligible, qualified, competent	
適宜	てきぎ	suitable, appropriate, fitting, proper	
適合	てきごう	conformity, compatibility, adaptability, congruity, congruence	
適性	てきせい	aptitude, aptness, suitability	
適正	てきせい	reasonable, suitable	
適切	てきせつ	appropriate, suitable, fitting, apt, proper, right, pertinent, relevant	
適度	てきど	moderate (degree), proper (amount), temperate, suitable	
適当	てきとう	suitable, proper, appropriate, adequate, fit, fair	
適法	てきほう	legal, lawful, legitimate	
適用	てきよう	application (of a rule, law, method, etc.)	
適量	てきりょう	proper quantity, suitable amount, proper dose, optimal dose	
適齢期	てきれいき	suitable age (esp. for marriage), marriageable age	
溺れる	おぼれる	to struggle in the water, to sink below the surface and become unable to breathe, to (nearly) drown	
哲学	てつがく	philosophy	
哲人	てつじん	wise man, philosopher, sage	
徹底	てってい	thoroughness, completeness, consistency	
徹底的	てっていてき	thorough, exhaustive, complete	
徹夜	てつや	staying up all night	
撤回	てっかい	withdrawal, retraction, revocation, repeal	
撤去	てっきょ	removal, taking away, dismantling (a building, facilities, etc.), withdrawal (of troops)	
撤収	てっしゅう	removal (of a building, equipment, etc.), dismantling (e.g. a tent), striking (a stage set, camp, etc.)	
撤退	てったい	evacuation, withdrawal, revocation, repeal, retreat	
撤廃	てっぱい	annulment, abolition, repeal, rescission	
撤兵	てっぺい	withdrawal of troops	
鉄	てつ	iron (Fe)	
鉄橋	てっきょう	railway bridge, iron bridge	
鉄筋	てっきん	rebar, (iron) reinforcing bar, reinforcing steel	
鉄鉱	てっこう	iron ore	
鉄鋼	てっこう	iron and steel	
鉄骨	てっこつ	steel frame, steel beam, steel girder	
鉄製	てっせい	made of iron	
鉄道	てつどう	railroad, railway, rail transport	
鉄板	てっぱん	iron plate, steel plate	
鉄砲	てっぽう	gun, firearm	
鉄棒	てつぼう	iron rod, iron bar, iron club	
典型	てんけい	type, pattern, model, epitome, exemplar, archetype, perfect example	
典型的	てんけいてき	typical, representative, archetypal, quintessential, stereotypical, model	
天	てん	sky	
天井	てんじょう	ceiling	
天王星	てんのうせい	Uranus (planet)	
天下	てんか	the whole world	
天下り	あまくだり	retiring high-ranking government officials taking a lucrative job in a private or semi-private corporation	
天気	てんき	weather	
天気予報	てんきよほう	weather forecast, weather report	
天狗	てんぐ	tengu, red-faced and long-nosed goblin said to reside deep in the mountains	
天候	てんこう	weather	
天皇制	てんのうせい	the Emperor System	
天皇陛下	てんのうへいか	His Majesty the Emperor	
天国	てんごく	paradise, heaven, Kingdom of Heaven	
天才	てんさい	genius, prodigy, natural gift	
天災	てんさい	natural disaster, natural calamity, act of God	
天使	てんし	angel	
天寿	てんじゅ	natural span of life	
天性	てんせい	nature, natural constitution, innate disposition	
天然	てんねん	nature, spontaneity	
天然記念物	てんねんきねんぶつ	natural monument	
天然痘	てんねんとう	smallpox, variola	
天体	てんたい	heavenly body, celestial body, astronomical object	
天文	てんもん	astronomy	
天文学	てんもんがく	astronomy	
天文台	てんもんだい	astronomical observatory	
天辺	てっぺん	top, summit, apex, peak	
天理	てんり	natural laws, rule of heaven	
天ぷら	てんぷら	tempura, deep-fried fish and vegetables in a light batter	
展開	てんかい	development, evolution, progression, unfolding, (plot) twist	
展示	てんじ	exhibition, display	
展示会	てんじかい	exhibition	
展望	てんぼう	view, outlook, prospect	
展覧会	てんらんかい	exhibition	
店員	てんいん	employee (of a store), shop assistant, clerk, salesperson	
店主	てんしゅ	shopkeeper, storekeeper, proprietor of a shop	
店先	みせさき	storefront, shopfront	
店長	てんちょう	shop manager	
店頭	てんとう	shopfront, storefront, shopwindow, (near the) shop entrance	
店内	てんない	inside of a store (restaurant, café, etc.), store interior, on the premises	
店舗	てんぽ	shop, store, establishment, restaurant	
添う	そう	to meet (wishes, expectations, etc.), to satisfy, to comply with, to live up to	
添加	てんか	addition, annexing	
添加物	てんかぶつ	additive	
添削	てんさく	correction, looking over, touching up	
添付	てんぷ	attaching (documents, etc.), appending, affixing	
纏め	まとめ	summary, recapitulation, aggregation	
纏める	まとめる	to collect, to put (it all) together, to integrate, to consolidate, to unify	
貼付	ちょうふ	pasting, sticking, attaching, affixing, appending	
転がす	ころがす	to roll, to wheel, to trundle, to drive (a car)	
転がる	ころがる	to roll, to tumble	
転じる	てんじる	to turn, to shift, to switch, to change, to alter	
転嫁	てんか	imputation, shifting (blame, responsibility, etc.), passing the buck	
転換	てんかん	conversion, diversion, changeover, commutation, switchover	
転機	てんき	turning point	
転居	てんきょ	moving, changing residence, change of address	
